DB,Source_file,Ref_video,Resolution,Color_encoding,Aggregate_vmaf,Subject_score,PSNR,SSIM,MS_SSIM,frame,blockiness,spatialactivity,letterbox,pillarbox,blockloss,blur,temporalact,blockout,freezing,exposure,contrast,brightness,interlace,noise,slice,flickering,fps,two_res,one_res,duration
DB1,src08_hrc18,src08_hrc00_,640x480,yuv422p,57.38608982,2.481481481,32.074277,0.945097,0.970704,480,1.244152833,70.1048604,0,0,0,0.06875,49.95835831,0,0,118.4895833,34.9807979,0.677990271,29.0934375,#DIV/0!,-0.859635417,#DIV/0!,30,0,1,16
DB1,src08_hrc07,src08_hrc00_,640x480,yuv422p,76.07845898,3.037037037,35.088229,0.969049,0.98464,480,1.235707,73.92486871,0,0,0,0.077427083,50.74546238,0,0,118.4479167,35.54723994,0.659546771,29.31714583,#DIV/0!,-0.859635417,#DIV/0!,30,0,1,16
DB1,src08_hrc06,src08_hrc00_,640x480,yuv422p,86.6588675,4.037037037,38.323071,0.985531,0.992968,480,1.230250979,76.10919079,0,0,0,0.06490625,51.11433969,0,0,118.3770833,35.80290269,0.637970542,29.161,#DIV/0!,-0.859635417,#DIV/0!,30,0,1,16
DB1,src08_hrc19,src08_hrc00_,640x480,yuv422p,44.12919898,1.518518519,30.728306,0.927737,0.956002,480,1.254945292,68.44153842,0,0,0,0.070833333,49.11156458,0,0,118.44375,34.39338035,0.677474979,28.73814583,#DIV/0!,-0.859635417,#DIV/0!,30,0,1,16
DB1,src08_hrc04,src08_hrc00_,640x480,yuv422p,74.88582413,2.851851852,34.48152,0.963769,0.983936,480,1.239703146,71.76526038,0,0,0,0.073210417,50.45215027,0,0,118.3770833,35.34382142,0.660546583,29.44083333,#DIV/0!,-0.859635417,#DIV/0!,30,0,1,16
DB1,src08_hrc01,src08_hrc00_,640x480,yuv422p,93.00950612,4.666666667,41.979614,0.993587,0.996893,480,1.227939896,77.43471163,0,0,0,0.062839583,51.44694456,0,0,118.2979167,36.03275644,0.610880833,29.63852083,#DIV/0!,-0.859635417,#DIV/0!,30,0,1,16
DB1,src08_hrc08,src08_hrc00_,640x480,yuv422p,67.26585447,2.333333333,33.429878,0.955276,0.977755,480,1.242879833,71.34168815,0,0,0,0.078125,50.18176992,0,0,118.4479167,35.15007883,0.678160354,29.1490625,#DIV/0!,-0.859635417,#DIV/0!,30,0,1,16
DB1,src08_hrc14,src08_hrc00_,640x480,yuv422p,86.07783902,4.37037037,38.415641,0.985887,0.993088,480,1.233034646,76.043159,0,0,0,0.073666667,51.0376014,0,0,118.45,35.74914881,0.635492063,29.29091667,#DIV/0!,-0.859635417,#DIV/0!,30,0,1,16
DB1,src08_hrc12,src08_hrc00_,640x480,yuv422p,55.3999979,1.703703704,32.095128,0.943898,0.967149,480,1.248165563,70.99938208,0,0,0,0.090191667,49.72848119,0,0,118.425,34.82385815,0.669364375,28.69195833,#DIV/0!,-0.859635417,#DIV/0!,30,0,1,16
DB1,src08_hrc21,src08_hrc00_,640x480,yuv422p,93.49793308,4.444444444,41.721792,0.993303,0.996315,480,1.225450979,77.84609465,0,0,0,0.066808333,51.50920529,0,0,118.2020833,36.07898931,0.648051271,29.65297917,#DIV/0!,-0.859635417,#DIV/0!,30,0,1,16
DB1,src08_hrc05,src08_hrc00_,640x480,yuv422p,92.7599186,4.592592593,42.001777,0.993666,0.996924,480,1.228725625,77.4429719,0,0,0,0.071327083,51.42179817,0,0,118.2583333,36.01426977,0.621324521,29.63489583,#DIV/0!,-0.859635417,#DIV/0!,30,0,1,16
DB1,src08_hrc13,src08_hrc00_,640x480,yuv422p,92.77020607,4.518518519,42.075461,0.993781,0.996987,480,1.228882625,77.51759558,0,0,0,0.065254167,51.4210341,0,0,118.2854167,36.01157508,0.610259292,29.5978125,#DIV/0!,-0.859635417,#DIV/0!,30,0,1,16
DB1,src08_hrc09,src08_hrc00_,640x480,yuv422p,92.72335689,4.518518519,42.04916,0.993759,0.996978,480,1.228930438,77.50597433,0,0,0,0.069177083,51.4188701,0,0,118.3333333,36.0090434,0.614404104,29.67914583,#DIV/0!,-0.859635417,#DIV/0!,30,0,1,16
DB1,src08_hrc02,src08_hrc00_,640x480,yuv422p,87.85493113,4.296296296,38.510272,0.98568,0.993298,480,1.230965563,76.14124971,0,0,0,0.07120625,51.233891,0,0,118.3416667,35.88386683,0.626015354,29.60420833,#DIV/0!,-0.859635417,#DIV/0!,30,0,1,16
DB1,src08_hrc10,src08_hrc00_,640x480,yuv422p,86.00812352,4.259259259,38.381945,0.985805,0.993044,480,1.232706813,76.0238255,0,0,0,0.077666667,51.02442598,0,0,118.3708333,35.74081429,0.627978729,29.42952083,#DIV/0!,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc19,src09_hrc00_,640x480,yuv422p,39.31866825,1.148148148,30.313093,0.914671,0.949511,480,1.123137813,30.64671881,0,0,0,0,38.54797767,0,0,111.7520833,36.60977381,0.484470854,41.04404167,5.023179167,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc07,src09_hrc00_,640x480,yuv422p,73.77454219,1.777777778,34.953528,0.96206,0.981758,480,1.128101729,37.85846208,0,0,0,0.25,39.33836304,0,0,111.9291667,37.05234783,0.489924271,44.19808333,5.67320625,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc14,src09_hrc00_,640x480,yuv422p,84.17417403,3.444444444,38.190501,0.980626,0.990781,480,1.124684375,39.13389052,0,0,0,0.2375,39.56706194,0,0,111.9145833,37.17553169,0.515514979,44.35660417,4.625610417,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc01,src09_hrc00_,640x480,yuv422p,91.40687391,4.111111111,41.575403,0.990118,0.995443,480,1.126794313,40.2478856,0,0,0,0.25,39.72567267,0,0,111.8979167,37.23423619,0.526649438,44.38416667,5.352777083,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc28,src09_hrc00_,640x480,yuv422p,51.19253528,1.111111111,32.713888,0.9299,0.950073,480,1.121248375,32.76098252,0,0,0,0.1,38.60241617,0,0,111.2020833,36.63782725,0.493523563,42.20658333,4.8126375,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc02,src09_hrc00_,640x480,yuv422p,86.69378373,3.148148148,38.323818,0.980872,0.991409,480,1.126793813,39.30115454,0,0,0,0.25,39.60761463,0,0,111.9291667,37.17167352,0.544589458,44.2984375,5.81603125,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc09,src09_hrc00_,640x480,yuv422p,91.14917218,4.444444444,41.676345,0.990468,0.995616,480,1.126088479,40.26945817,0,0,0,0.25,39.738464,0,0,111.9125,37.25354246,0.520545542,44.46389583,5.196679167,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc16,src09_hrc00_,640x480,yuv422p,48.69593309,1,31.457845,0.930704,0.958157,480,1.117846938,33.72546146,0,0,0,0.1125,38.51365196,0,0,111.1,36.58076183,0.478368688,41.48497917,5.178925,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc08,src09_hrc00_,640x480,yuv422p,65.52491483,1.62962963,33.16953,0.947305,0.975212,480,1.130299708,35.63148975,0,0,0,0.004166667,39.06290594,0,0,111.9395833,36.90719396,0.491989188,44.07841667,5.7178625,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc04,src09_hrc00_,640x480,yuv422p,73.21052152,2.37037037,34.107741,0.957104,0.982271,480,1.129290333,35.81089217,0,0,0,0.052083333,39.19374385,0,0,111.975,36.97319817,0.561085208,44.24308333,5.900402083,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc10,src09_hrc00_,640x480,yuv422p,84.24056953,3.074074074,38.15912,0.980521,0.990729,480,1.126415313,39.24804515,0,0,0,0.2375,39.55332569,0,0,111.95,37.14482265,0.512010292,44.32197917,4.759025,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc15,src09_hrc00_,640x480,yuv422p,68.58768174,1.62962963,34.684529,0.96152,0.97988,480,1.120146458,36.64233302,0,0,0,0.24375,39.1135201,0,0,111.7875,36.95138588,0.496197063,42.98854167,4.554854167,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc12,src09_hrc00_,640x480,yuv422p,53.15353334,1.074074074,31.97748,0.935086,0.963722,480,1.122758146,34.21148908,0,0,0,0.202083333,38.8429824,0,0,111.70625,36.80381919,0.492297896,41.29395833,5.273179167,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc05,src09_hrc00_,640x480,yuv422p,91.13675952,4.148148148,41.651102,0.990367,0.995575,480,1.127336125,40.32908454,0,0,0,0.25,39.72329683,0,0,111.9,37.23440494,0.529725833,44.495875,5.060120833,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc23,src09_hrc00_,640x480,yuv422p,70.59476749,1.777777778,34.896989,0.962751,0.980939,480,1.119657354,37.1243161,0,0,0,0.245833333,39.22868408,0,0,111.9541667,37.10382258,0.540888167,41.65827083,#DIV/0!,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc11,src09_hrc00_,640x480,yuv422p,69.56456601,1.518518519,34.646862,0.960701,0.979526,480,1.121755438,36.96165346,0,0,0,0.24375,39.20906792,0,0,111.825,36.98761331,0.497420896,42.41152083,5.0473125,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc13,src09_hrc00_,640x480,yuv422p,91.27884694,4.148148148,41.700882,0.990552,0.995641,480,1.125672354,40.26733388,0,0,0,0.25,39.75081504,0,0,111.8645833,37.26947135,0.519904521,44.442125,5.194095833,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc03,src09_hrc00_,640x480,yuv422p,78.79317522,2.481481481,35.790306,0.967959,0.986446,480,1.126760729,37.86114358,0,0,0,0.2375,39.43819244,0,0,111.9270833,37.10299488,0.555901938,44.23991667,5.734929167,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc24,src09_hrc00_,640x480,yuv422p,50.84087504,1,31.754611,0.933144,0.960078,480,1.115754563,34.29797665,0,0,0,0,38.77066583,0,0,111.6833333,36.86198467,0.482385958,39.600625,#DIV/0!,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc06,src09_hrc00_,640x480,yuv422p,84.67228855,2.962962963,38.124902,0.980232,0.990712,480,1.128496104,39.32342508,0,0,0,0.24375,39.56931563,0,0,111.9625,37.13716015,0.493980229,44.31758333,4.875197917,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc22,src09_hrc00_,640x480,yuv422p,85.31523437,3.185185185,38.391739,0.981447,0.991245,480,1.124495063,39.53662929,0,0,0,0.241666667,39.6327986,0,0,111.8875,37.21122029,0.550839646,44.58429167,#DIV/0!,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc21,src09_hrc00_,640x480,yuv422p,91.4686824,4.222222222,41.77573,0.990752,0.99561,480,1.125920667,40.47902358,0,0,0,0.25,39.77643048,0,0,111.8645833,37.27886185,0.541525417,44.50477083,233.0337854,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc20,src09_hrc00_,640x480,yuv422p,27.14260749,1,28.710936,0.892653,0.920213,480,1.119692604,28.24635496,0,0,0,0,37.91620833,0,0,110.6791667,36.28389383,0.473500917,40.0465,4.92093125,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc18,src09_hrc00_,640x480,yuv422p,52.93711342,1.740740741,31.545374,0.933471,0.966675,480,1.1316445,33.34011348,0,0,0,0,38.93941354,0,0,112.0354167,36.77556781,0.492367063,43.6201875,5.40116875,-0.859635417,#DIV/0!,30,0,1,16
DB1,src09_hrc17,src09_hrc00_,640x480,yuv422p,59.77369141,2.518518519,32.249408,0.94434,0.974117,480,1.130113375,34.08966027,0,0,0,0,39.13923288,0,0,112,36.87142167,0.558557583,44.25875,5.504389583,-0.859635417,#DIV/0!,30,0,1,16
DB_cif,foreman_plr10_8022,foreman_,352x288,I420,65.65538721,0.846069575,27.47487,0.907226,0.907596,298,0.805494295,91.70742138,0,0,9.251677852,3.579030201,16.29713473,0,0,143.0738255,51.24800889,0.004502383,0.482114094,5.798073826,-0.794596946,#DIV/0!,30,1,0,9.933333333
DB_cif,foreman_plr5_4109,foreman_,352x288,I420,78.09014532,1.4513662,31.293216,0.944837,0.95009,298,0.851135268,91.25947742,0,0,2.140939597,3.664043624,15.0242605,0,0,141.9798658,51.75263862,0.003631242,0.487449664,5.590419463,-0.797756275,#DIV/0!,30,1,0,9.933333333
DB_cif,foreman,foreman_,352x288,I420,99.91336645,none,60,0.999675,0.999936,298,0.913352752,90.77006403,0,0,0.023489933,3.750798658,13.74577111,0,0,142.5201342,51.75350188,0.003178523,0.49442953,5.004949664,-0.799684027,#DIV/0!,30,1,0,9.933333333
DB_cif,foreman_plr1_6859,foreman_,352x288,I420,98.19971408,3.17972,41.078901,0.993499,0.996604,298,0.906967114,90.22745215,0,0,0.05704698,3.814439597,13.89057097,0,0,142.9060403,51.69014836,0.003176644,0.49590604,5.056063758,-0.799023591,#DIV/0!,30,1,0,9.933333333
DB_cif,foreman_plr0.1_5462,foreman_,352x288,I420,99.88155822,none,59.79737,0.99958,0.999853,298,0.912985268,90.77153003,0,0,0.023489933,3.750825503,13.75046668,0,0,142.5234899,51.7532956,0.003178523,0.494463087,5.006218121,-0.799719732,#DIV/0!,30,1,0,9.933333333
DB_cif,foreman_plr5_7128,foreman_,352x288,I420,82.30919467,1.4083845,31.566451,0.951618,0.947889,298,0.842880604,93.00889648,0,0,3.184563758,3.621050336,15.35032,0,0,143.0604027,51.62233409,0.003722584,0.487516779,5.318765101,-0.797238658,#DIV/0!,30,1,0,9.933333333
DB_cif,foreman_plr0.4_89,foreman_,352x288,I420,99.61630072,3.623231875,54.181539,0.997979,0.998515,298,0.910958624,90.78966675,0,0,0.026845638,3.745516779,13.77239064,0,0,142.5234899,51.74883258,0.003191208,0.494597315,5.002583893,-0.798871812,#DIV/0!,30,1,0,9.933333333
DB_cif,foreman_plr1_4374,foreman_,352x288,I420,97.60072688,2.849285625,41.773194,0.992307,0.995764,298,0.89849396,90.40377342,0,0,0.087248322,3.765573826,13.86965695,0,0,142.5302013,51.6949155,0.003137047,0.497348993,4.949697987,-0.799121812,#DIV/0!,30,1,0,9.933333333
DB_cif,foreman_plr10_4374,foreman_,352x288,I420,62.69147367,0.729568,27.241522,0.904849,0.905392,298,0.819910168,90.87835369,0,0,2.560402685,3.655614094,15.73682594,0,0,144.090604,51.29269836,0.004086678,0.496040268,5.889114094,-0.79671198,#DIV/0!,30,1,0,9.933333333
DB_cif,foreman_plr0.1_8552,foreman_,352x288,I420,99.88107003,none,59.781091,0.999573,0.999889,298,0.91320953,90.77087648,0,0,0.023489933,3.750412752,13.74961849,0,0,142.5201342,51.7534395,0.003177987,0.49442953,5.003865772,-0.79951443,#DIV/0!,30,1,0,9.933333333
DB_cif,foreman_plr0.4_4374,foreman_,352x288,I420,98.46456415,none,50.799662,0.996551,0.997664,298,0.909417349,90.83380409,0,0,0.020134228,3.740372483,13.80314956,0,0,142.5369128,51.72438809,0.003224698,0.493825503,4.945278523,-0.799398423,#DIV/0!,30,1,0,9.933333333
DB_cif,foreman_plr3_8022,foreman_,352x288,I420,87.71465761,0.90393275,36.111258,0.969921,0.974874,298,0.875583356,90.83031889,0,0,0.422818792,3.686204698,14.3211905,0,0,142.4697987,51.61117477,0.003366946,0.484731544,5.000006711,-0.798550537,#DIV/0!,30,1,0,9.933333333
DB_cif,foreman_plr3_3652,foreman_,352x288,I420,88.79524105,1.04430625,35.042505,0.973819,0.981627,298,0.877931812,89.9511296,0,0,0.224832215,3.786560403,14.35467091,0,0,142.2751678,51.63915376,0.00331849,0.506275168,5.052436242,-0.797970503,#DIV/0!,30,1,0,9.933333333
DB_cif,hall,hall_,352x288,I420,98.20597575,4.747231875,60,0.999809,0.999982,298,0.999665604,128.3470026,0,0,0.070469799,2.718372483,4.478350604,0,0,147.614094,48.03106185,0.001834094,0.322281879,4.172244966,-0.780817013,#DIV/0!,30,1,0,9.933333333
DB_cif,hall_plr0.4_522,hall_,352x288,I420,96.1965606,3.337633125,50.791948,0.997654,0.99707,298,0.992033423,128.096292,0,0,0.093959732,2.719278523,4.584397919,0,0,147.6174497,47.97216211,0.001848926,0.322013423,4.15716443,-0.780790201,#DIV/0!,30,1,0,9.933333333
DB_cif,hall_plr0.4_7393,hall_,352x288,I420,95.84220153,3.52922625,48.041245,0.997481,0.998761,298,0.980910268,127.8125701,0,0,0.10738255,2.713395973,4.689633792,0,0,147.614094,47.95160185,0.001834094,0.322114094,4.170248322,-0.780915235,#DIV/0!,30,1,0,9.933333333
DB_cif,hall_plr3_1825,hall_,352x288,I420,67.96685695,0.9898365,30.775209,0.956589,0.95592,298,0.80215604,124.0455669,0,0,5.714765101,2.692087248,6.582817785,0,0,147.3993289,47.05124128,0.002357517,0.318187919,4.478889262,-0.780790336,#DIV/0!,30,1,0,9.933333333
DB_cif,hall_plr1_8552,hall_,352x288,I420,90.61063163,2.57315625,41.668382,0.991773,0.991353,298,0.960913221,127.4412244,0,0,0.258389262,2.70835906,4.909673859,0,0,147.7348993,47.99470903,0.001944228,0.323422819,3.964184564,-0.781022349,#DIV/0!,30,1,0,9.933333333
DB_cif,hall_plr5_3652,hall_,352x288,I420,74.80378016,1.195288625,31.270551,0.966026,0.964758,298,0.856084933,125.1897408,0,0,2.218120805,2.718889262,6.254289832,0,0,147.5469799,47.96817057,0.002220839,0.334765101,4.231114094,-0.781281141,#DIV/0!,30,1,0,9.933333333
DB_cif,hall_plr0.1_2081,hall_,352x288,I420,97.80973268,4.196120625,57.821748,0.999096,0.99926,298,0.997449732,128.3669198,0,0,0.090604027,2.717110738,4.50394151,0,0,147.5738255,48.03122802,0.001840436,0.322684564,4.180345638,-0.78093302,#DIV/0!,30,1,0,9.933333333
DB_cif,hall_plr10_8420,hall_,352x288,I420,60.94121553,1.1371695,27.385396,0.944282,0.944138,298,0.788007718,125.8891587,0,0,12.88926175,2.661583893,7.405962081,0,0,147.3758389,46.7025202,0.00242651,0.324362416,4.809946309,-0.780263758,#DIV/0!,30,1,0,9.933333333
DB_cif,hall_plr5_8253,hall_,352x288,I420,73.77726435,1.653032125,32.581423,0.968066,0.96651,298,0.896586007,126.0606119,0,0,0.879194631,2.682053691,5.775687013,0,0,147.6879195,47.50888879,0.002468356,0.326610738,4.020755034,-0.780513591,#DIV/0!,30,1,0,9.933333333
DB_cif,hall_plr1_89,hall_,352x288,I420,87.33053635,2.89023875,35.877723,0.983308,0.987563,298,0.939868993,127.1217887,0,0,0.33557047,2.713221477,5.114812282,0,0,147.6812081,48.13478735,0.002304732,0.330033557,4.28640604,-0.781013423,#DIV/0!,30,1,0,9.933333333
DB_cif,hall_plr10_3693,hall_,352x288,I420,55.86123156,1.08053645,26.174675,0.933633,0.928163,298,0.746928691,124.6672217,0,0,3.697986577,2.70295302,7.835912282,0,0,147.6543624,47.53525426,0.002396007,0.325637584,4.927110738,-0.780879564,#DIV/0!,30,1,0,9.933333333
DB_cif,hall_plr3_3176,hall_,352x288,I420,62.11450721,1.5581375,28.770728,0.950098,0.946638,298,0.743548591,123.1457721,0,0,9.05033557,2.63897651,7.292761376,0,0,147,45.99906758,0.001982483,0.326275168,4.380392617,-0.780736711,#DIV/0!,30,1,0,9.933333333
DB_cif,hall_plr0.1_6644,hall_,352x288,I420,97.96380569,4.669135625,56.258252,0.999531,0.999905,298,1.000275738,128.3381505,0,0,0.067114094,2.721053691,4.484762919,0,0,147.5872483,48.02828634,0.001844597,0.322348993,4.197775168,-0.780790268,#DIV/0!,30,1,0,9.933333333
DB_cif,mobile_plr1_8022,mobile_,352x288,I420,97.33926626,3.0140025,40.603132,0.986654,0.993036,298,0.955305638,208.3145899,0,0,0.087248322,2.418355705,22.17409795,0,0,117.2181208,61.55292235,0.003849631,2.151208054,6.650184564,-0.819398792,#DIV/0!,30,1,0,9.933333333
DB_cif,mobile_plr0.1_8253,mobile_,352x288,I420,99.913632,4.49177375,47.847289,0.997327,0.999116,298,0.957326309,208.8334386,0,0,0.080536913,2.417157718,21.99344822,0,0,117.1409396,61.63218487,0.003769933,1.843187919,6.639573826,-0.820978456,#DIV/0!,30,1,0,9.933333333
DB_cif,mobile_plr1_5462,mobile_,352x288,I420,97.96428654,3.277866875,39.921331,0.988664,0.994351,298,0.953754128,208.3964383,0,0,0.087248322,2.414241611,22.18189869,0,0,117.1308725,61.58022094,0.003781208,1.56533557,6.44092953,-0.819175671,#DIV/0!,30,1,0,9.933333333
DB_cif,mobile,mobile_,352x288,I420,99.99136929,4.8155525,60,0.999963,0.999996,298,0.957642919,208.9569453,0,0,0.077181208,2.417734899,21.9620696,0,0,117.1375839,61.63912389,0.003769329,1.880536913,6.619885906,-0.821701376,#DIV/0!,30,1,0,9.933333333
DB_cif,mobile_plr3_5539,mobile_,352x288,I420,85.05529176,1.328018625,28.971487,0.948667,0.96757,298,0.942175436,205.705897,0,0,0.097315436,2.418127517,22.54044443,0,0,117.1778523,61.17205698,0.003721107,1.900167785,6.535087248,-0.815230872,#DIV/0!,30,1,0,9.933333333
DB_cif,mobile_plr0.4_2081,mobile_,352x288,I420,99.27494442,3.8913,46.56593,0.993404,0.997279,298,0.956857248,208.8257279,0,0,0.070469799,2.41759396,22.03076909,0,0,117.1308725,61.63548262,0.003785168,1.89442953,6.586265101,-0.819871812,#DIV/0!,30,1,0,9.933333333
DB_cif,mobile_plr10_167,mobile_,352x288,I420,56.44392708,0.96267055,23.204358,0.833584,0.896277,298,0.915071577,200.4177014,0,0,0.157718121,2.418040268,24.14561279,0,0,117.4060403,60.10771406,0.004468624,2.241577181,5.929875839,-0.808921141,#DIV/0!,30,1,0,9.933333333
DB_cif,mobile_plr0.1_8022,mobile_,352x288,I420,99.88400485,4.468603125,51.248519,0.998487,0.999409,298,0.957411745,208.9070975,0,0,0.077181208,2.417765101,21.98143426,0,0,117.1308725,61.63675732,0.003767215,1.856308725,6.607275168,-0.821415772,#DIV/0!,30,1,0,9.933333333
DB_cif,mobile_plr3_7128,mobile_,352x288,I420,83.94682579,1.1547945,29.143143,0.940838,0.958536,298,0.944335872,205.0681966,0,0,0.120805369,2.428533557,22.57194963,0,0,116.7483221,61.22658597,0.003844732,1.735469799,6.696533557,-0.816525,#DIV/0!,30,1,0,9.933333333
DB_cif,mobile_plr0.4_8043,mobile_,352x288,I420,98.93373316,3.912851875,52.037737,0.994403,0.997491,298,0.956259396,208.9536093,0,0,0.077181208,2.416802013,22.06265446,0,0,117.1275168,61.62801993,0.003794228,1.872751678,6.626127517,-0.820889195,#DIV/0!,30,1,0,9.933333333
DB_cif,mobile_plr10_2081,mobile_,352x288,I420,56.98954635,1.271713625,22.438587,0.835471,0.894199,298,0.918307685,200.5864591,0,0,0.258389262,2.43195302,24.21471742,0,0,116.6375839,60.2925198,0.004377081,2.830738255,6.504667785,-0.805824329,#DIV/0!,30,1,0,9.933333333
DB_cif,mobile_plr5_7393,mobile_,352x288,I420,73.8967014,1.715799375,26.772223,0.905123,0.944765,298,0.938182919,204.5043083,0,0,0.261744966,2.419630872,23.07667262,0,0,117.0536913,60.87026376,0.004121711,2.38942953,6.01102349,-0.812276846,#DIV/0!,30,1,0,9.933333333
DB_cif,mobile_plr5_1251,mobile_,352x288,I420,74.98479709,1.771382625,26.739276,0.910187,0.95222,298,0.935456711,205.1449697,0,0,0.177852349,2.418657718,23.27149641,0,0,117.0604027,61.03779631,0.004039228,3.42442953,6.50897651,-0.810804228,#DIV/0!,30,1,0,9.933333333
DB_cif,mother_plr0.1_3176,mother_,352x288,I420,97.6473433,3.5002375,57.480066,0.99886,0.999325,298,0.886406342,57.69404154,0,0.053084161,0.003355705,3.609265101,3.017735872,0,0,107.5167785,35.69562503,0.00062698,0.308959732,3.079701342,-0.784163826,#DIV/0!,30,1,0,9.933333333
DB_cif,mother_plr1_2081,mother_,352x288,I420,93.93302142,2.417515625,49.747069,0.993706,0.991948,298,0.879145973,57.48859678,0,0.053732215,0,3.591036913,3.175574195,0,0,107.3221477,35.70804332,0.00065906,0.308691275,3.227083893,-0.783753289,#DIV/0!,30,1,0,9.933333333
DB_cif,mother_plr3_8253,mother_,352x288,I420,92.66770381,1.53363125,45.159853,0.991862,0.995389,298,0.873520839,57.4037547,0,0.053732215,0,3.592986577,3.149605034,0,0,107.1677852,35.67985523,0.000638557,0.307919463,2.938244966,-0.783539128,#DIV/0!,30,1,0,9.933333333
DB_cif,mother_plr5_8420,mother_,352x288,I420,83.05416088,2.251950625,39.090559,0.978847,0.983318,298,0.845925772,57.09843577,0,0.054151544,0.271812081,3.562385906,3.407500235,0,0,106.8791946,35.41776423,0.000735671,0.306040268,3.430379195,-0.782976879,#DIV/0!,30,1,0,9.933333333
DB_cif,mother_plr1_522,mother_,352x288,I420,93.38223727,2.99607375,48.820559,0.992795,0.994117,298,0.876306644,58.1555194,0,0.053084161,0.151006711,3.553986577,3.292623893,0,0,107.1912752,35.44888527,0.000760805,0.307986577,2.929600671,-0.783958591,#DIV/0!,30,1,0,9.933333333
DB_cif,mother_plr0.1_522,mother_,352x288,I420,97.33826877,3.384776875,56.111866,0.998253,0.997531,298,0.884037383,57.70297893,0,0.053084161,0.003355705,3.608392617,3.022342248,0,0,107.4731544,35.68583235,0.000634933,0.308255034,3.175758389,-0.784217383,#DIV/0!,30,1,0,9.933333333
DB_cif,mother,mother_,352x288,I420,98.34038607,4.540816875,60,0.999726,0.999956,298,0.886765268,57.72062134,0,0.053084161,0,3.610285235,3.00772745,0,0,107.5872483,35.69813842,0.00062698,0.308892617,2.924325503,-0.784217383,#DIV/0!,30,1,0,9.933333333
DB_cif,mother_plr10_1587,mother_,352x288,I420,72.44761044,1.02749245,35.291888,0.958955,0.958404,298,0.816593087,56.75187413,0,0.053732215,0.416107383,3.500151007,3.780453691,0,0,106.4328859,35.32769876,0.001127383,0.303221477,3.509946309,-0.781468624,#DIV/0!,30,1,0,9.933333333
DB_cif,mother_plr0.4_5435,mother_,352x288,I420,95.06857089,2.554847375,49.935906,0.994736,0.993639,298,0.881483591,57.70147067,0,0.053084161,0.020134228,3.594751678,3.120435034,0,0,107.3791946,35.6937899,0.000680067,0.308590604,3.22057047,-0.784145973,#DIV/0!,30,1,0,9.933333333
DB_cif,mother_plr0.4_1587,mother_,352x288,I420,96.14329944,3.08007625,52.838547,0.996628,0.996951,298,0.882172114,57.66474631,0,0.053084161,0.003355705,3.609805369,3.056820369,0,0,107.4228188,35.70758362,0.000645805,0.309295302,2.810748322,-0.78378906,#DIV/0!,30,1,0,9.933333333
DB_cif,mother_plr3_167,mother_,352x288,I420,89.62466174,1.47040825,43.89331,0.986916,0.990349,298,0.865258624,57.86065789,0,0.053084161,0.187919463,3.543557047,3.454304329,0,0,107.0939597,35.53403936,0.000770134,0.306577181,2.971016779,-0.783548154,#DIV/0!,30,1,0,9.933333333
DB_cif,mother_plr5_5452,mother_,352x288,I420,75.863274,1.882532125,36.623678,0.969717,0.965773,298,0.859336711,55.69981023,0,0.053084161,0.352348993,3.51245302,3.75204255,0,0,106.7214765,35.37076711,0.000685201,0.305402685,3.504771812,-0.783896074,#DIV/0!,30,1,0,9.933333333
DB_cif,mother_plr10_8420,mother_,352x288,I420,63.55643575,1.512140875,31.651295,0.945933,0.944984,298,0.794081812,56.39974413,0,0.055562013,1.218120805,3.447104027,4.287338523,0,0,105.238255,34.59423846,0.001316107,0.300637584,3.517355705,-0.78178104,#DIV/0!,30,1,0,9.933333333
